date,quantity_sold,product_name,day_of_week,month,is_weekend,season,lag_7,lag_14,rolling_mean_7
2026-05-18,4,Chicken Wings,0,5,0,1,6.0,4.0,3.2857142857142856
2026-05-19,5,Chicken Wings,1,5,0,1,2.0,7.0,3.0
2026-05-20,2,Chicken Wings,2,5,0,1,2.0,10.0,3.4285714285714284
2026-05-21,4,Chicken Wings,3,5,0,1,0.0,0.0,3.4285714285714284
2026-05-22,3,Chicken Wings,4,5,0,1,1.0,2.0,4.0
2026-05-23,7,Chicken Wings,5,5,1,1,6.0,0.0,4.285714285714286
2026-05-24,9,Chicken Wings,6,5,1,1,6.0,5.0,4.428571428571429
2026-05-25,1,Chicken Wings,0,5,0,1,4.0,6.0,4.857142857142857
2026-05-26,8,Chicken Wings,1,5,0,1,5.0,2.0,4.428571428571429
2026-05-27,10,Chicken Wings,2,5,0,1,2.0,2.0,4.857142857142857
2026-05-28,7,Chicken Wings,3,5,0,1,4.0,0.0,6.0
2026-05-29,8,Chicken Wings,4,5,0,1,3.0,1.0,6.428571428571429
2026-05-30,5,Chicken Wings,5,5,1,1,7.0,6.0,7.142857142857143
2026-05-31,2,Chicken Wings,6,5,1,1,9.0,6.0,6.857142857142857
2026-06-01,0,Chicken Wings,0,6,0,2,1.0,4.0,5.857142857142857
2026-06-02,4,Chicken Wings,1,6,0,2,8.0,5.0,5.714285714285714
2026-06-03,3,Chicken Wings,2,6,0,2,10.0,2.0,5.142857142857143
2026-06-04,2,Chicken Wings,3,6,0,2,7.0,4.0,4.142857142857143
2026-06-05,9,Chicken Wings,4,6,0,2,8.0,3.0,3.4285714285714284
2026-06-06,6,Chicken Wings,5,6,1,2,5.0,7.0,3.5714285714285716
2026-06-07,10,Chicken Wings,6,6,1,2,2.0,9.0,3.7142857142857144
2026-06-08,0,Chicken Wings,0,6,0,2,0.0,1.0,4.857142857142857
2026-06-09,4,Chicken Wings,1,6,0,2,4.0,8.0,4.857142857142857
2026-06-10,6,Chicken Wings,2,6,0,2,3.0,10.0,4.857142857142857
2026-06-11,1,Chicken Wings,3,6,0,2,2.0,7.0,5.285714285714286
2026-06-12,9,Chicken Wings,4,6,0,2,9.0,8.0,5.142857142857143
2026-06-13,3,Chicken Wings,5,6,1,2,6.0,5.0,5.142857142857143
2026-06-14,0,Chicken Wings,6,6,1,2,10.0,2.0,4.714285714285714
2026-06-15,4,Chicken Wings,0,6,0,2,0.0,0.0,3.2857142857142856
2026-06-16,0,Chicken Wings,1,6,0,2,4.0,4.0,3.857142857142857
2026-06-17,0,Chicken Wings,2,6,0,2,6.0,3.0,3.2857142857142856
2026-06-18,5,Chicken Wings,3,6,0,2,1.0,2.0,2.4285714285714284
2026-06-19,4,Chicken Wings,4,6,0,2,9.0,9.0,3.0
2026-06-20,1,Chicken Wings,5,6,1,2,3.0,6.0,2.2857142857142856
2026-06-21,7,Chicken Wings,6,6,1,2,0.0,10.0,2.0
2026-06-22,4,Chicken Wings,0,6,0,2,4.0,0.0,3.0
2026-06-23,0,Chicken Wings,1,6,0,2,0.0,4.0,3.0
2026-06-24,1,Chicken Wings,2,6,0,2,0.0,6.0,3.0
2026-06-25,1,Chicken Wings,3,6,0,2,5.0,1.0,3.142857142857143
2026-06-26,5,Chicken Wings,4,6,0,2,4.0,9.0,2.5714285714285716
2026-06-27,4,Chicken Wings,5,6,1,2,1.0,3.0,2.7142857142857144
2026-06-28,3,Chicken Wings,6,6,1,2,7.0,0.0,3.142857142857143
2026-06-29,6,Chicken Wings,0,6,0,2,4.0,4.0,2.5714285714285716
2026-06-30,3,Chicken Wings,1,6,0,2,0.0,0.0,2.857142857142857
2026-07-01,3,Chicken Wings,2,7,0,2,1.0,0.0,3.2857142857142856
2026-07-02,6,Chicken Wings,3,7,0,2,1.0,5.0,3.5714285714285716
2026-07-03,9,Chicken Wings,4,7,0,2,5.0,4.0,4.285714285714286
2026-07-04,11,Chicken Wings,5,7,1,2,4.0,1.0,4.857142857142857
2026-07-05,9,Chicken Wings,6,7,1,2,3.0,7.0,5.857142857142857
2026-07-06,5,Chicken Wings,0,7,0,2,6.0,4.0,6.714285714285714
2026-07-07,2,Chicken Wings,1,7,0,2,3.0,0.0,6.571428571428571
2026-07-08,1,Chicken Wings,2,7,0,2,3.0,1.0,6.428571428571429
2026-04-23,0,Chocolate Lava Cake,3,4,0,1,1.0,2.0,1.7142857142857142
2026-04-24,0,Chocolate Lava Cake,4,4,0,1,1.0,1.0,1.5714285714285714
2026-04-25,2,Chocolate Lava Cake,5,4,1,1,3.0,1.0,1.4285714285714286
2026-04-26,1,Chocolate Lava Cake,6,4,1,1,1.0,3.0,1.2857142857142858
2026-04-27,0,Chocolate Lava Cake,0,4,0,1,1.0,1.0,1.2857142857142858
2026-04-28,0,Chocolate Lava Cake,1,4,0,1,2.0,2.0,1.1428571428571428
2026-04-29,0,Chocolate Lava Cake,2,4,0,1,3.0,0.0,0.8571428571428571
2026-04-30,0,Chocolate Lava Cake,3,4,0,1,0.0,1.0,0.42857142857142855
2026-05-01,1,Chocolate Lava Cake,4,5,0,1,0.0,1.0,0.42857142857142855
2026-05-02,1,Chocolate Lava Cake,5,5,1,1,2.0,3.0,0.5714285714285714
2026-05-03,0,Chocolate Lava Cake,6,5,1,1,1.0,1.0,0.42857142857142855
2026-05-04,0,Chocolate Lava Cake,0,5,0,1,0.0,1.0,0.2857142857142857
2026-05-05,0,Chocolate Lava Cake,1,5,0,1,0.0,2.0,0.2857142857142857
2026-05-06,0,Chocolate Lava Cake,2,5,0,1,0.0,3.0,0.2857142857142857
2026-05-07,2,Chocolate Lava Cake,3,5,0,1,0.0,0.0,0.2857142857142857
2026-05-08,0,Chocolate Lava Cake,4,5,0,1,1.0,0.0,0.5714285714285714
2026-05-09,7,Chocolate Lava Cake,5,5,1,1,1.0,2.0,0.42857142857142855
2026-05-10,4,Chocolate Lava Cake,6,5,1,1,0.0,1.0,1.2857142857142858
2026-05-11,0,Chocolate Lava Cake,0,5,0,1,0.0,0.0,1.8571428571428572
2026-05-12,0,Chocolate Lava Cake,1,5,0,1,0.0,0.0,1.8571428571428572
2026-05-13,2,Chocolate Lava Cake,2,5,0,1,0.0,0.0,1.8571428571428572
2026-05-14,1,Chocolate Lava Cake,3,5,0,1,2.0,0.0,2.142857142857143
2026-05-15,0,Chocolate Lava Cake,4,5,0,1,0.0,1.0,2.0
2026-05-16,0,Chocolate Lava Cake,5,5,1,1,7.0,1.0,2.0
2026-05-17,1,Chocolate Lava Cake,6,5,1,1,4.0,0.0,1.0
2026-05-18,0,Chocolate Lava Cake,0,5,0,1,0.0,0.0,0.5714285714285714
2026-05-19,0,Chocolate Lava Cake,1,5,0,1,0.0,0.0,0.5714285714285714
2026-05-20,1,Chocolate Lava Cake,2,5,0,1,2.0,0.0,0.5714285714285714
2026-05-21,0,Chocolate Lava Cake,3,5,0,1,1.0,2.0,0.42857142857142855
2026-05-22,2,Chocolate Lava Cake,4,5,0,1,0.0,0.0,0.2857142857142857
2026-05-23,4,Chocolate Lava Cake,5,5,1,1,0.0,7.0,0.5714285714285714
2026-05-24,5,Chocolate Lava Cake,6,5,1,1,1.0,4.0,1.1428571428571428
2026-05-25,2,Chocolate Lava Cake,0,5,0,1,0.0,0.0,1.7142857142857142
2026-05-26,4,Chocolate Lava Cake,1,5,0,1,0.0,0.0,2.0
2026-05-27,2,Chocolate Lava Cake,2,5,0,1,1.0,2.0,2.5714285714285716
2026-05-28,1,Chocolate Lava Cake,3,5,0,1,0.0,1.0,2.7142857142857144
2026-05-29,3,Chocolate Lava Cake,4,5,0,1,2.0,0.0,2.857142857142857
2026-05-30,2,Chocolate Lava Cake,5,5,1,1,4.0,0.0,3.0
2026-05-31,0,Chocolate Lava Cake,6,5,1,1,5.0,1.0,2.7142857142857144
2026-06-01,0,Chocolate Lava Cake,0,6,0,2,2.0,0.0,2.0
2026-06-02,0,Chocolate Lava Cake,1,6,0,2,4.0,0.0,1.7142857142857142
2026-06-03,2,Chocolate Lava Cake,2,6,0,2,2.0,1.0,1.1428571428571428
2026-06-04,0,Chocolate Lava Cake,3,6,0,2,1.0,0.0,1.1428571428571428
2026-06-05,2,Chocolate Lava Cake,4,6,0,2,3.0,2.0,1.0
2026-06-06,1,Chocolate Lava Cake,5,6,1,2,2.0,4.0,0.8571428571428571
2026-06-07,0,Chocolate Lava Cake,6,6,1,2,0.0,5.0,0.7142857142857143
2026-06-08,0,Chocolate Lava Cake,0,6,0,2,0.0,2.0,0.7142857142857143
2026-06-09,3,Chocolate Lava Cake,1,6,0,2,0.0,4.0,0.7142857142857143
2026-06-10,0,Chocolate Lava Cake,2,6,0,2,2.0,2.0,1.1428571428571428
2026-06-11,1,Chocolate Lava Cake,3,6,0,2,0.0,1.0,0.8571428571428571
2026-06-12,0,Chocolate Lava Cake,4,6,0,2,2.0,3.0,1.0
2026-06-13,3,Chocolate Lava Cake,5,6,1,2,1.0,2.0,0.7142857142857143
2026-06-14,0,Chocolate Lava Cake,6,6,1,2,0.0,0.0,1.0
2026-06-15,2,Chocolate Lava Cake,0,6,0,2,0.0,0.0,1.0
2026-06-16,1,Chocolate Lava Cake,1,6,0,2,3.0,0.0,1.2857142857142858
2026-06-17,1,Chocolate Lava Cake,2,6,0,2,0.0,2.0,1.0
2026-06-18,0,Chocolate Lava Cake,3,6,0,2,1.0,0.0,1.1428571428571428
2026-06-19,1,Chocolate Lava Cake,4,6,0,2,0.0,2.0,1.0
2026-06-20,0,Chocolate Lava Cake,5,6,1,2,3.0,1.0,1.1428571428571428
2026-06-21,3,Chocolate Lava Cake,6,6,1,2,0.0,0.0,0.7142857142857143
2026-06-22,0,Chocolate Lava Cake,0,6,0,2,2.0,0.0,1.1428571428571428
2026-06-23,1,Chocolate Lava Cake,1,6,0,2,1.0,3.0,0.8571428571428571
2026-06-24,0,Chocolate Lava Cake,2,6,0,2,1.0,0.0,0.8571428571428571
2026-06-25,1,Chocolate Lava Cake,3,6,0,2,0.0,1.0,0.7142857142857143
2026-06-26,0,Chocolate Lava Cake,4,6,0,2,1.0,0.0,0.8571428571428571
2026-06-27,1,Chocolate Lava Cake,5,6,1,2,0.0,3.0,0.7142857142857143
2026-06-28,0,Chocolate Lava Cake,6,6,1,2,3.0,0.0,0.8571428571428571
2026-06-29,1,Chocolate Lava Cake,0,6,0,2,0.0,2.0,0.42857142857142855
2026-06-30,0,Chocolate Lava Cake,1,6,0,2,1.0,1.0,0.5714285714285714
2026-07-01,1,Chocolate Lava Cake,2,7,0,2,0.0,1.0,0.42857142857142855
2026-07-02,1,Chocolate Lava Cake,3,7,0,2,1.0,0.0,0.5714285714285714
2026-07-03,3,Chocolate Lava Cake,4,7,0,2,0.0,1.0,0.5714285714285714
2026-07-04,2,Chocolate Lava Cake,5,7,1,2,1.0,0.0,1.0
2026-07-05,8,Chocolate Lava Cake,6,7,1,2,0.0,3.0,1.1428571428571428
2026-07-06,1,Chocolate Lava Cake,0,7,0,2,1.0,0.0,2.2857142857142856
2026-07-07,6,Chocolate Lava Cake,1,7,0,2,0.0,1.0,2.2857142857142856
2026-07-08,1,Chocolate Lava Cake,2,7,0,2,1.0,0.0,3.142857142857143
2026-04-23,0,Cinnamon Sticks,3,4,0,1,0.0,1.0,1.0
2026-04-24,0,Cinnamon Sticks,4,4,0,1,0.0,0.0,1.0
2026-04-25,0,Cinnamon Sticks,5,4,1,1,2.0,2.0,1.0
2026-04-26,0,Cinnamon Sticks,6,4,1,1,2.0,1.0,0.7142857142857143
2026-04-27,0,Cinnamon Sticks,0,4,0,1,3.0,2.0,0.42857142857142855
2026-04-28,1,Cinnamon Sticks,1,4,0,1,0.0,0.0,0.0
2026-04-29,2,Cinnamon Sticks,2,4,0,1,0.0,1.0,0.14285714285714285
2026-04-30,0,Cinnamon Sticks,3,4,0,1,0.0,0.0,0.42857142857142855
2026-05-01,5,Cinnamon Sticks,4,5,0,1,0.0,0.0,0.42857142857142855
2026-05-02,3,Cinnamon Sticks,5,5,1,1,0.0,2.0,1.1428571428571428
2026-05-03,0,Cinnamon Sticks,6,5,1,1,0.0,2.0,1.5714285714285714
2026-05-04,1,Cinnamon Sticks,0,5,0,1,0.0,3.0,1.5714285714285714
2026-05-05,0,Cinnamon Sticks,1,5,0,1,1.0,0.0,1.7142857142857142
2026-05-06,3,Cinnamon Sticks,2,5,0,1,2.0,0.0,1.5714285714285714
2026-05-07,0,Cinnamon Sticks,3,5,0,1,0.0,0.0,1.7142857142857142
2026-05-08,0,Cinnamon Sticks,4,5,0,1,5.0,0.0,1.7142857142857142
2026-05-09,3,Cinnamon Sticks,5,5,1,1,3.0,0.0,1.0
2026-05-10,3,Cinnamon Sticks,6,5,1,1,0.0,0.0,1.0
2026-05-11,0,Cinnamon Sticks,0,5,0,1,1.0,0.0,1.4285714285714286
2026-05-12,0,Cinnamon Sticks,1,5,0,1,0.0,1.0,1.2857142857142858
2026-05-13,2,Cinnamon Sticks,2,5,0,1,3.0,2.0,1.2857142857142858
2026-05-14,0,Cinnamon Sticks,3,5,0,1,0.0,0.0,1.1428571428571428
2026-05-15,0,Cinnamon Sticks,4,5,0,1,0.0,5.0,1.1428571428571428
2026-05-16,2,Cinnamon Sticks,5,5,1,1,3.0,3.0,1.1428571428571428
2026-05-17,0,Cinnamon Sticks,6,5,1,1,3.0,0.0,1.0
2026-05-18,1,Cinnamon Sticks,0,5,0,1,0.0,1.0,0.5714285714285714
2026-05-19,5,Cinnamon Sticks,1,5,0,1,0.0,0.0,0.7142857142857143
2026-05-20,1,Cinnamon Sticks,2,5,0,1,2.0,3.0,1.4285714285714286
2026-05-21,0,Cinnamon Sticks,3,5,0,1,0.0,0.0,1.2857142857142858
2026-05-22,2,Cinnamon Sticks,4,5,0,1,0.0,0.0,1.2857142857142858
2026-05-23,1,Cinnamon Sticks,5,5,1,1,2.0,3.0,1.5714285714285714
2026-05-24,5,Cinnamon Sticks,6,5,1,1,0.0,3.0,1.4285714285714286
2026-05-25,1,Cinnamon Sticks,0,5,0,1,1.0,0.0,2.142857142857143
2026-05-26,1,Cinnamon Sticks,1,5,0,1,5.0,0.0,2.142857142857143
2026-05-27,0,Cinnamon Sticks,2,5,0,1,1.0,2.0,1.5714285714285714
2026-05-28,1,Cinnamon Sticks,3,5,0,1,0.0,0.0,1.4285714285714286
2026-05-29,1,Cinnamon Sticks,4,5,0,1,2.0,0.0,1.5714285714285714
2026-05-30,1,Cinnamon Sticks,5,5,1,1,1.0,2.0,1.4285714285714286
2026-05-31,1,Cinnamon Sticks,6,5,1,1,5.0,0.0,1.4285714285714286
2026-06-01,1,Cinnamon Sticks,0,6,0,2,1.0,1.0,0.8571428571428571
2026-06-02,1,Cinnamon Sticks,1,6,0,2,1.0,5.0,0.8571428571428571
2026-06-03,1,Cinnamon Sticks,2,6,0,2,0.0,1.0,0.8571428571428571
2026-06-04,1,Cinnamon Sticks,3,6,0,2,1.0,0.0,1.0
2026-06-05,0,Cinnamon Sticks,4,6,0,2,1.0,2.0,1.0
2026-06-06,0,Cinnamon Sticks,5,6,1,2,1.0,1.0,0.8571428571428571
2026-06-07,0,Cinnamon Sticks,6,6,1,2,1.0,5.0,0.7142857142857143
2026-06-08,1,Cinnamon Sticks,0,6,0,2,1.0,1.0,0.5714285714285714
2026-06-09,1,Cinnamon Sticks,1,6,0,2,1.0,1.0,0.5714285714285714
2026-06-10,1,Cinnamon Sticks,2,6,0,2,1.0,0.0,0.5714285714285714
2026-06-11,3,Cinnamon Sticks,3,6,0,2,1.0,1.0,0.5714285714285714
2026-06-12,0,Cinnamon Sticks,4,6,0,2,0.0,1.0,0.8571428571428571
2026-06-13,1,Cinnamon Sticks,5,6,1,2,0.0,1.0,0.8571428571428571
2026-06-14,0,Cinnamon Sticks,6,6,1,2,0.0,1.0,1.0
2026-06-15,2,Cinnamon Sticks,0,6,0,2,1.0,1.0,1.0
2026-06-16,1,Cinnamon Sticks,1,6,0,2,1.0,1.0,1.1428571428571428
2026-06-17,0,Cinnamon Sticks,2,6,0,2,1.0,1.0,1.1428571428571428
2026-06-18,0,Cinnamon Sticks,3,6,0,2,3.0,1.0,1.0
2026-06-19,2,Cinnamon Sticks,4,6,0,2,0.0,0.0,0.5714285714285714
2026-06-20,6,Cinnamon Sticks,5,6,1,2,1.0,0.0,0.8571428571428571
2026-06-21,2,Cinnamon Sticks,6,6,1,2,0.0,0.0,1.5714285714285714
2026-06-22,0,Cinnamon Sticks,0,6,0,2,2.0,1.0,1.8571428571428572
2026-06-23,0,Cinnamon Sticks,1,6,0,2,1.0,1.0,1.5714285714285714
2026-06-24,0,Cinnamon Sticks,2,6,0,2,0.0,1.0,1.4285714285714286
2026-06-25,2,Cinnamon Sticks,3,6,0,2,0.0,3.0,1.4285714285714286
2026-06-26,2,Cinnamon Sticks,4,6,0,2,2.0,0.0,1.7142857142857142
2026-06-27,2,Cinnamon Sticks,5,6,1,2,6.0,1.0,1.7142857142857142
2026-06-28,0,Cinnamon Sticks,6,6,1,2,2.0,0.0,1.1428571428571428
2026-06-29,0,Cinnamon Sticks,0,6,0,2,0.0,2.0,0.8571428571428571
2026-06-30,1,Cinnamon Sticks,1,6,0,2,0.0,1.0,0.8571428571428571
2026-07-01,0,Cinnamon Sticks,2,7,0,2,0.0,0.0,1.0
2026-07-02,0,Cinnamon Sticks,3,7,0,2,2.0,0.0,1.0
2026-07-03,1,Cinnamon Sticks,4,7,0,2,2.0,2.0,0.7142857142857143
2026-07-04,2,Cinnamon Sticks,5,7,1,2,2.0,6.0,0.5714285714285714
2026-04-23,2,Cola,3,4,0,1,1.0,4.0,3.2857142857142856
2026-04-24,3,Cola,4,4,0,1,3.0,6.0,3.4285714285714284
2026-04-25,9,Cola,5,4,1,1,3.0,4.0,3.4285714285714284
2026-04-26,4,Cola,6,4,1,1,3.0,3.0,4.285714285714286
2026-04-27,5,Cola,0,4,0,1,2.0,0.0,4.428571428571429
2026-04-28,1,Cola,1,4,0,1,4.0,0.0,4.857142857142857
2026-04-29,3,Cola,2,4,0,1,7.0,0.0,4.428571428571429
2026-04-30,2,Cola,3,4,0,1,2.0,1.0,3.857142857142857
2026-05-01,11,Cola,4,5,0,1,3.0,3.0,3.857142857142857
2026-05-02,4,Cola,5,5,1,1,9.0,3.0,5.0
2026-05-03,6,Cola,6,5,1,1,4.0,3.0,4.285714285714286
2026-05-04,3,Cola,0,5,0,1,5.0,2.0,4.571428571428571
2026-05-05,1,Cola,1,5,0,1,1.0,4.0,4.285714285714286
2026-05-06,6,Cola,2,5,0,1,3.0,7.0,4.285714285714286
2026-05-07,4,Cola,3,5,0,1,2.0,2.0,4.714285714285714
2026-05-08,5,Cola,4,5,0,1,11.0,3.0,5.0
2026-05-09,3,Cola,5,5,1,1,4.0,9.0,4.142857142857143
2026-05-10,4,Cola,6,5,1,1,6.0,4.0,4.0
2026-05-11,1,Cola,0,5,0,1,3.0,5.0,3.7142857142857144
2026-05-12,6,Cola,1,5,0,1,1.0,1.0,3.4285714285714284
2026-05-13,2,Cola,2,5,0,1,6.0,3.0,4.142857142857143
2026-05-14,2,Cola,3,5,0,1,4.0,2.0,3.5714285714285716
2026-05-15,5,Cola,4,5,0,1,5.0,11.0,3.2857142857142856
2026-05-16,5,Cola,5,5,1,1,3.0,4.0,3.2857142857142856
2026-05-17,4,Cola,6,5,1,1,4.0,6.0,3.5714285714285716
2026-05-18,5,Cola,0,5,0,1,1.0,3.0,3.5714285714285716
2026-05-19,9,Cola,1,5,0,1,6.0,1.0,4.142857142857143
2026-05-20,9,Cola,2,5,0,1,2.0,6.0,4.571428571428571
2026-05-21,3,Cola,3,5,0,1,2.0,4.0,5.571428571428571
2026-05-22,10,Cola,4,5,0,1,5.0,5.0,5.714285714285714
2026-05-23,6,Cola,5,5,1,1,5.0,3.0,6.428571428571429
2026-05-24,7,Cola,6,5,1,1,4.0,4.0,6.571428571428571
2026-05-25,7,Cola,0,5,0,1,5.0,1.0,7.0
2026-05-26,0,Cola,1,5,0,1,9.0,6.0,7.285714285714286
2026-05-27,6,Cola,2,5,0,1,9.0,2.0,6.0
2026-05-28,4,Cola,3,5,0,1,3.0,2.0,5.571428571428571
2026-05-29,1,Cola,4,5,0,1,10.0,5.0,5.714285714285714
2026-05-30,9,Cola,5,5,1,1,6.0,5.0,4.428571428571429
2026-05-31,7,Cola,6,5,1,1,7.0,4.0,4.857142857142857
2026-06-01,5,Cola,0,6,0,2,7.0,5.0,4.857142857142857
2026-06-02,6,Cola,1,6,0,2,0.0,9.0,4.571428571428571
2026-06-03,4,Cola,2,6,0,2,6.0,9.0,5.428571428571429
2026-06-04,2,Cola,3,6,0,2,4.0,3.0,5.142857142857143
2026-06-05,5,Cola,4,6,0,2,1.0,10.0,4.857142857142857
2026-06-06,6,Cola,5,6,1,2,9.0,6.0,5.428571428571429
2026-06-07,3,Cola,6,6,1,2,7.0,7.0,5.0
2026-06-08,2,Cola,0,6,0,2,5.0,7.0,4.428571428571429
2026-06-09,6,Cola,1,6,0,2,6.0,0.0,4.0
2026-06-10,3,Cola,2,6,0,2,4.0,6.0,4.0
2026-06-11,7,Cola,3,6,0,2,2.0,4.0,3.857142857142857
2026-06-12,3,Cola,4,6,0,2,5.0,1.0,4.571428571428571
2026-06-13,11,Cola,5,6,1,2,6.0,9.0,4.285714285714286
2026-06-14,7,Cola,6,6,1,2,3.0,7.0,5.0
2026-06-15,2,Cola,0,6,0,2,2.0,5.0,5.571428571428571
2026-06-16,2,Cola,1,6,0,2,6.0,6.0,5.571428571428571
2026-06-17,0,Cola,2,6,0,2,3.0,4.0,5.0
2026-06-18,2,Cola,3,6,0,2,7.0,2.0,4.571428571428571
2026-06-19,4,Cola,4,6,0,2,3.0,5.0,3.857142857142857
2026-06-20,9,Cola,5,6,1,2,11.0,6.0,4.0
2026-06-21,16,Cola,6,6,1,2,7.0,3.0,3.7142857142857144
2026-06-22,1,Cola,0,6,0,2,2.0,2.0,5.0
2026-06-23,0,Cola,1,6,0,2,2.0,6.0,4.857142857142857
2026-06-24,2,Cola,2,6,0,2,0.0,3.0,4.571428571428571
2026-06-25,2,Cola,3,6,0,2,2.0,7.0,4.857142857142857
2026-06-26,5,Cola,4,6,0,2,4.0,3.0,4.857142857142857
2026-06-27,4,Cola,5,6,1,2,9.0,11.0,5.0
2026-06-28,1,Cola,6,6,1,2,16.0,7.0,4.285714285714286
2026-06-29,16,Cola,0,6,0,2,1.0,2.0,2.142857142857143
2026-06-30,8,Cola,1,6,0,2,0.0,2.0,4.285714285714286
2026-07-01,1,Cola,2,7,0,2,2.0,0.0,5.428571428571429
2026-07-02,1,Cola,3,7,0,2,2.0,2.0,5.285714285714286
2026-07-03,3,Cola,4,7,0,2,5.0,4.0,5.142857142857143
2026-07-04,14,Cola,5,7,1,2,4.0,9.0,4.857142857142857
2026-07-05,7,Cola,6,7,1,2,1.0,16.0,6.285714285714286
2026-07-06,4,Cola,0,7,0,2,16.0,1.0,7.142857142857143
2026-07-07,3,Cola,1,7,0,2,8.0,0.0,5.428571428571429
2026-07-08,3,Cola,2,7,0,2,1.0,2.0,4.714285714285714
2026-04-23,2,Four Cheese,3,4,0,1,4.0,1.0,4.0
2026-04-24,3,Four Cheese,4,4,0,1,8.0,0.0,3.7142857142857144
2026-04-25,6,Four Cheese,5,4,1,1,1.0,5.0,3.0
2026-04-26,3,Four Cheese,6,4,1,1,9.0,9.0,3.7142857142857144
2026-04-27,2,Four Cheese,0,4,0,1,4.0,4.0,2.857142857142857
2026-04-28,2,Four Cheese,1,4,0,1,0.0,0.0,2.5714285714285716
2026-04-29,3,Four Cheese,2,4,0,1,2.0,1.0,2.857142857142857
2026-04-30,8,Four Cheese,3,4,0,1,2.0,4.0,3.0
2026-05-01,8,Four Cheese,4,5,0,1,3.0,8.0,3.857142857142857
2026-05-02,8,Four Cheese,5,5,1,1,6.0,1.0,4.571428571428571
2026-05-03,0,Four Cheese,6,5,1,1,3.0,9.0,4.857142857142857
2026-05-04,1,Four Cheese,0,5,0,1,2.0,4.0,4.428571428571429
2026-05-05,1,Four Cheese,1,5,0,1,2.0,0.0,4.285714285714286
2026-05-06,5,Four Cheese,2,5,0,1,3.0,2.0,4.142857142857143
2026-05-07,5,Four Cheese,3,5,0,1,8.0,2.0,4.428571428571429
2026-05-08,0,Four Cheese,4,5,0,1,8.0,3.0,4.0
2026-05-09,4,Four Cheese,5,5,1,1,8.0,6.0,2.857142857142857
2026-05-10,10,Four Cheese,6,5,1,1,0.0,3.0,2.2857142857142856
2026-05-11,3,Four Cheese,0,5,0,1,1.0,2.0,3.7142857142857144
2026-05-12,1,Four Cheese,1,5,0,1,1.0,2.0,4.0
2026-05-13,2,Four Cheese,2,5,0,1,5.0,3.0,4.0
2026-05-14,1,Four Cheese,3,5,0,1,5.0,8.0,3.5714285714285716
2026-05-15,5,Four Cheese,4,5,0,1,0.0,8.0,3.0
2026-05-16,0,Four Cheese,5,5,1,1,4.0,8.0,3.7142857142857144
2026-05-17,5,Four Cheese,6,5,1,1,10.0,0.0,3.142857142857143
2026-05-18,0,Four Cheese,0,5,0,1,3.0,1.0,2.4285714285714284
2026-05-19,0,Four Cheese,1,5,0,1,1.0,1.0,2.0
2026-05-20,2,Four Cheese,2,5,0,1,2.0,5.0,1.8571428571428572
2026-05-21,8,Four Cheese,3,5,0,1,1.0,5.0,1.8571428571428572
2026-05-22,8,Four Cheese,4,5,0,1,5.0,0.0,2.857142857142857
2026-05-23,9,Four Cheese,5,5,1,1,0.0,4.0,3.2857142857142856
2026-05-24,11,Four Cheese,6,5,1,1,5.0,10.0,4.571428571428571
2026-05-25,5,Four Cheese,0,5,0,1,0.0,3.0,5.428571428571429
2026-05-26,4,Four Cheese,1,5,0,1,0.0,1.0,6.142857142857143
2026-05-27,7,Four Cheese,2,5,0,1,2.0,2.0,6.714285714285714
2026-05-28,2,Four Cheese,3,5,0,1,8.0,1.0,7.428571428571429
2026-05-29,7,Four Cheese,4,5,0,1,8.0,5.0,6.571428571428571
2026-05-30,6,Four Cheese,5,5,1,1,9.0,0.0,6.428571428571429
2026-05-31,8,Four Cheese,6,5,1,1,11.0,5.0,6.0
2026-06-01,4,Four Cheese,0,6,0,2,5.0,0.0,5.571428571428571
2026-06-02,4,Four Cheese,1,6,0,2,4.0,0.0,5.428571428571429
2026-06-03,5,Four Cheese,2,6,0,2,7.0,2.0,5.428571428571429
2026-06-04,4,Four Cheese,3,6,0,2,2.0,8.0,5.142857142857143
2026-06-05,3,Four Cheese,4,6,0,2,7.0,8.0,5.428571428571429
2026-06-06,3,Four Cheese,5,6,1,2,6.0,9.0,4.857142857142857
2026-06-07,6,Four Cheese,6,6,1,2,8.0,11.0,4.428571428571429
2026-06-08,2,Four Cheese,0,6,0,2,4.0,5.0,4.142857142857143
2026-06-09,4,Four Cheese,1,6,0,2,4.0,4.0,3.857142857142857
2026-06-10,1,Four Cheese,2,6,0,2,5.0,7.0,3.857142857142857
2026-06-11,1,Four Cheese,3,6,0,2,4.0,2.0,3.2857142857142856
2026-06-12,0,Four Cheese,4,6,0,2,3.0,7.0,2.857142857142857
2026-06-13,6,Four Cheese,5,6,1,2,3.0,6.0,2.4285714285714284
2026-06-14,2,Four Cheese,6,6,1,2,6.0,8.0,2.857142857142857
2026-06-15,3,Four Cheese,0,6,0,2,2.0,4.0,2.2857142857142856
2026-06-16,4,Four Cheese,1,6,0,2,4.0,4.0,2.4285714285714284
2026-06-17,0,Four Cheese,2,6,0,2,1.0,5.0,2.4285714285714284
2026-06-18,4,Four Cheese,3,6,0,2,1.0,4.0,2.2857142857142856
2026-06-19,4,Four Cheese,4,6,0,2,0.0,3.0,2.7142857142857144
